Date,Open,High,Low,Close,Adj Close,Volume
2013-08-29,0.030170,0.030200,0.030084,0.030184,0.030184,0
2013-08-30,0.030122,0.030147,0.030026,0.030117,0.030117,0
2013-09-02,0.030063,0.030112,0.029960,0.030074,0.030074,0
2013-09-03,0.029980,0.030029,0.029833,0.029980,0.029980,0
2013-09-04,0.029852,0.030032,0.029852,0.029852,0.029852,0
2013-09-05,0.030050,0.030062,0.029884,0.030050,0.030050,0
2013-09-06,0.029928,0.030084,0.029900,0.029928,0.029928,0
2013-09-09,0.030033,0.030235,0.029988,0.030068,0.030068,0
2013-09-10,0.030178,0.030387,0.030178,0.030178,0.030178,0
2013-09-11,0.030367,0.030561,0.030322,0.030367,0.030367,0
2013-09-12,0.030552,0.030685,0.030499,0.030552,0.030552,0
2013-09-13,0.030651,0.030823,0.030532,0.030651,0.030651,0
2013-09-16,0.030916,0.031078,0.030890,0.030916,0.030916,0
2013-09-17,0.030975,0.031058,0.030887,0.030975,0.030975,0
2013-09-18,0.031069,0.031117,0.030953,0.031069,0.031069,0
2013-09-19,0.031474,0.031741,0.031446,0.031474,0.031474,0
2013-09-20,0.031605,0.031667,0.031345,0.031605,0.031605,0
2013-09-23,0.031409,0.031494,0.031283,0.031409,0.031409,0
2013-09-24,0.031457,0.031493,0.031308,0.031457,0.031457,0
2013-09-25,0.031369,0.031404,0.031125,0.031405,0.031405,0
2013-09-26,0.031174,0.031204,0.030920,0.031174,0.031174,0
2013-09-27,0.030973,0.031088,0.030798,0.030980,0.030980,0
2013-09-30,0.030919,0.030945,0.030763,0.030919,0.030919,0
2013-10-01,0.030862,0.031070,0.030862,0.030862,0.030862,0
2013-10-02,0.031027,0.031202,0.030938,0.031027,0.031027,0
2013-10-03,0.031156,0.031242,0.031064,0.031156,0.031156,0
2013-10-04,0.031111,0.031234,0.031066,0.031111,0.031111,0
2013-10-07,0.031103,0.031108,0.030943,0.031103,0.031103,0
2013-10-08,null,null,null,null,null,null
2013-10-09,0.030899,0.030957,0.030863,0.030899,0.030899,0
2013-10-10,0.030971,0.031112,0.030757,0.030971,0.030971,0
2013-10-11,0.031075,0.031121,0.030968,0.031076,0.031076,0
2013-10-14,0.031026,0.031127,0.030952,0.031095,0.031095,0
2013-10-15,0.031021,0.031057,0.030954,0.031021,0.031021,0
2013-10-16,0.031075,0.031167,0.030977,0.031107,0.031107,0
2013-10-17,0.031164,0.031358,0.031144,0.031164,0.031164,0
2013-10-18,0.031403,0.031456,0.031345,0.031403,0.031403,0
2013-10-21,0.031429,0.031448,0.031304,0.031429,0.031429,0
2013-10-22,0.031301,0.031599,0.031289,0.031301,0.031301,0
2013-10-23,0.031585,0.031644,0.031451,0.031585,0.031585,0
2013-10-24,0.031525,0.031658,0.031510,0.031525,0.031525,0
2013-10-25,0.031578,0.031636,0.031424,0.031578,0.031578,0
2013-10-28,0.031481,0.031516,0.031334,0.031465,0.031465,0
2013-10-29,0.031369,0.031409,0.031175,0.031393,0.031393,0
2013-10-30,0.031174,0.031317,0.031153,0.031182,0.031182,0
2013-10-31,0.031293,0.031311,0.031120,0.031293,0.031293,0
2013-11-01,0.031210,0.031240,0.030872,0.031210,0.031210,0
2013-11-04,0.030922,0.031004,0.030825,0.030922,0.030922,0
2013-11-05,0.030919,0.030949,0.030693,0.030919,0.030919,0
2013-11-06,0.030800,0.030942,0.030735,0.030800,0.030800,0
2013-11-07,0.030903,0.030990,0.030832,0.030903,0.030903,0
2013-11-08,0.030871,0.030886,0.030543,0.030871,0.030871,0
2013-11-11,0.030660,0.030703,0.030526,0.030660,0.030660,0
2013-11-12,0.030473,0.030528,0.030365,0.030475,0.030475,0
2013-11-13,0.030420,0.030527,0.030374,0.030420,0.030420,0
2013-11-14,0.030553,0.030659,0.030529,0.030553,0.030553,0
2013-11-15,0.030568,0.030737,0.030567,0.030568,0.030568,0
2013-11-18,0.030722,0.030808,0.030702,0.030729,0.030729,0
2013-11-19,0.030740,0.030748,0.030535,0.030755,0.030755,0
2013-11-20,0.030602,0.030608,0.030381,0.030615,0.030615,0
2013-11-21,0.030416,0.030715,0.030249,0.030422,0.030422,0
2013-11-22,0.030312,0.030560,0.030312,0.030320,0.030320,0
2013-11-25,0.030558,0.030560,0.030273,0.030759,0.030759,0
2013-11-26,0.030384,0.030411,0.030271,0.030399,0.030399,0
2013-11-27,0.030380,0.030432,0.030155,0.030391,0.030391,0
2013-11-28,0.030164,0.030214,0.030109,0.030164,0.030164,0
2013-11-29,0.030194,0.030233,0.030095,0.030194,0.030194,0
2013-12-02,0.030200,0.030220,0.030094,0.030170,0.030170,0
2013-12-03,0.030112,0.030119,0.030049,0.030116,0.030116,0
2013-12-04,0.030062,0.030201,0.030053,0.030067,0.030067,0
2013-12-05,0.030164,0.030354,0.030164,0.030180,0.030180,0
2013-12-06,0.030370,0.030591,0.030257,0.030375,0.030375,0
2013-12-09,0.030582,0.030616,0.030481,0.030533,0.030533,0
2013-12-10,0.030582,0.030660,0.030473,0.030582,0.030582,0
2013-12-11,0.030605,0.030605,0.030511,0.030610,0.030610,0
2013-12-12,0.030542,0.030582,0.030494,0.030550,0.030550,0
2013-12-13,0.030501,0.030501,0.030410,0.030507,0.030507,0
2013-12-16,0.030510,0.030510,0.030355,0.030423,0.030423,0
2013-12-17,0.030451,0.030468,0.030330,0.030453,0.030453,0
2013-12-18,0.030341,0.030448,0.030334,0.030331,0.030331,0
2013-12-19,0.030484,0.030486,0.030314,0.030484,0.030484,0
2013-12-20,0.030353,0.030355,0.030282,0.030367,0.030367,0
2013-12-23,0.030336,0.030642,0.030315,0.030324,0.030324,0
2013-12-24,0.030656,0.030735,0.030589,0.030656,0.030656,0
2013-12-25,0.030747,0.030752,0.030555,0.030779,0.030779,0
2013-12-26,0.030639,0.030750,0.030568,0.030656,0.030656,0
2013-12-27,0.030630,0.030791,0.030613,0.030643,0.030643,0
2013-12-30,0.030733,0.030733,0.030447,0.030693,0.030693,0
2013-12-31,0.030566,0.030566,0.030352,0.030597,0.030597,0
2014-01-01,0.030566,0.030617,0.030352,0.030597,0.030597,0
2014-01-02,0.030530,0.030531,0.030180,0.030575,0.030575,0
2014-01-03,0.030213,0.030296,0.030141,0.030216,0.030216,0
2014-01-06,0.030155,0.030175,0.030045,0.030152,0.030152,0
2014-01-07,0.030160,0.030214,0.030071,0.030172,0.030172,0
2014-01-08,0.030197,0.030263,0.030162,0.030209,0.030209,0
2014-01-09,0.030215,0.030256,0.030078,0.030223,0.030223,0
2014-01-10,0.030153,0.030277,0.030037,0.030168,0.030168,0
2014-01-13,0.030300,0.030300,0.030046,0.030315,0.030315,0
2014-01-14,0.030077,0.030123,0.029970,0.030085,0.030085,0
2014-01-15,0.030033,0.030033,0.029900,0.030039,0.030039,0
2014-01-16,0.029936,0.029999,0.029905,0.029941,0.029941,0
2014-01-17,0.029940,0.029964,0.029770,0.029950,0.029950,0
2014-01-20,0.029801,0.029806,0.029579,0.029755,0.029755,0
2014-01-21,0.029619,0.029631,0.029426,0.029634,0.029634,0
2014-01-22,0.029444,0.029573,0.029433,0.029451,0.029451,0
2014-01-23,0.029477,0.029492,0.029260,0.029479,0.029479,0
2014-01-24,0.029344,0.029344,0.028898,0.029355,0.029355,0
2014-01-27,0.028978,0.029040,0.028695,0.028982,0.028982,0
2014-01-28,0.028889,0.029037,0.028762,0.028889,0.028889,0
2014-01-29,0.028959,0.029029,0.028353,0.028912,0.028912,0
2014-01-30,0.028520,0.028731,0.028230,0.028570,0.028570,0
2014-01-31,0.028651,0.028651,0.028299,0.028651,0.028651,0
2014-02-03,0.028473,0.028500,0.028298,0.028449,0.028449,0
2014-02-04,0.028255,0.028547,0.028138,0.028255,0.028255,0
2014-02-05,0.028588,0.028853,0.028506,0.028602,0.028602,0
2014-02-06,0.028698,0.028904,0.028658,0.028698,0.028698,0
2014-02-07,0.028849,0.028955,0.028743,0.028850,0.028850,0
2014-02-10,0.028831,0.028852,0.028701,0.028812,0.028812,0
2014-02-11,0.028792,0.028839,0.028673,0.028795,0.028795,0
2014-02-12,0.028798,0.028812,0.028712,0.028798,0.028798,0
2014-02-13,0.028731,0.028753,0.028365,0.028738,0.028738,0
2014-02-14,0.028502,0.028605,0.028276,0.028507,0.028507,0
2014-02-17,0.028495,0.028567,0.028346,0.028504,0.028504,0
2014-02-18,0.028413,0.028436,0.028200,0.028413,0.028413,0
2014-02-19,0.028233,0.028233,0.027896,0.028234,0.028234,0
2014-02-20,0.027989,0.028048,0.027843,0.027989,0.027989,0
2014-02-21,0.027996,0.028186,0.027863,0.027996,0.027996,0
2014-02-24,0.028137,0.028278,0.028084,0.028182,0.028182,0
2014-02-25,0.028175,0.028175,0.028006,0.028175,0.028175,0
2014-02-26,0.028002,0.028013,0.027743,0.028013,0.028013,0
2014-02-27,0.027765,0.027765,0.027594,0.027768,0.027768,0
2014-02-28,0.027780,0.027890,0.027623,0.027785,0.027785,0
2014-03-03,0.027315,0.027646,0.027159,0.027777,0.027777,0
2014-03-04,0.027486,0.027760,0.027407,0.027479,0.027479,0
2014-03-05,0.027753,0.027836,0.027635,0.027769,0.027769,0
2014-03-06,0.027749,0.027772,0.027534,0.027761,0.027761,0
2014-03-07,0.027827,0.027842,0.027431,0.027714,0.027714,0
2014-03-10,0.027514,0.027514,0.027414,0.027446,0.027446,0
2014-03-11,0.027489,0.027581,0.027433,0.027489,0.027489,0
2014-03-12,0.027443,0.027470,0.027372,0.027447,0.027447,0
2014-03-13,0.027438,0.027581,0.027406,0.027443,0.027443,0
2014-03-14,0.027396,0.027396,0.027251,0.027389,0.027389,0
2014-03-17,0.027310,0.027628,0.027240,0.027370,0.027370,0
2014-03-18,0.027621,0.027653,0.027327,0.027630,0.027630,0
2014-03-19,0.027588,0.027868,0.027587,0.027601,0.027601,0
2014-03-20,0.027647,0.027773,0.027620,0.027650,0.027650,0
2014-03-21,0.027548,0.027621,0.027420,0.027557,0.027557,0
2014-03-24,0.027579,0.027747,0.027579,0.027605,0.027605,0
2014-03-25,0.027701,0.028107,0.027698,0.027712,0.027712,0
2014-03-26,0.028153,0.028307,0.028153,0.028164,0.028164,0
2014-03-27,0.028176,0.028178,0.028052,0.028149,0.028149,0
2014-03-28,0.028116,0.028116,0.027947,0.028132,0.028132,0
2014-03-31,0.028058,0.028474,0.027939,0.028128,0.028128,0
2014-04-01,0.028488,0.028626,0.028442,0.028451,0.028451,0
2014-04-02,0.028567,0.028570,0.028213,0.028567,0.028567,0
2014-04-03,0.028221,0.028401,0.028110,0.028229,0.028229,0
2014-04-04,0.028126,0.028395,0.028126,0.028152,0.028152,0
2014-04-07,0.028453,0.028453,0.027980,0.028612,0.028612,0
2014-04-08,0.028127,0.028251,0.027985,0.028127,0.028127,0
2014-04-09,0.027984,0.028155,0.027909,0.028041,0.028041,0
2014-04-10,0.028167,0.028237,0.028103,0.028176,0.028176,0
2014-04-11,0.028118,0.028133,0.027978,0.028126,0.028126,0
2014-04-14,0.027871,0.027947,0.027763,0.028090,0.028090,0
2014-04-15,0.027835,0.027836,0.027650,0.027838,0.027838,0
2014-04-16,0.027643,0.027818,0.027581,0.027648,0.027648,0
2014-04-17,0.027781,0.028071,0.027765,0.027783,0.027783,0
2014-04-18,0.028221,0.028242,0.028084,0.028224,0.028224,0
2014-04-21,0.028141,0.028141,0.027984,0.028235,0.028235,0
2014-04-22,0.028037,0.028073,0.027966,0.028051,0.028051,0
2014-04-23,0.028018,0.028086,0.027992,0.028042,0.028042,0
2014-04-24,0.028030,0.028068,0.027933,0.028040,0.028040,0
2014-04-25,0.027988,0.028035,0.027729,0.028000,0.028000,0
2014-04-28,0.027689,0.027960,0.027689,0.027766,0.027766,0
2014-04-29,0.027909,0.028154,0.027907,0.027910,0.027910,0
2014-04-30,0.028074,0.028099,0.027968,0.028074,0.028074,0
2014-05-01,0.028089,0.028244,0.028046,0.028095,0.028095,0
2014-05-02,0.028246,0.028246,0.027884,0.028283,0.028283,0
2014-05-05,0.027882,0.028010,0.027882,0.028038,0.028038,0
2014-05-06,0.028046,0.028284,0.028008,0.028046,0.028046,0
2014-05-07,0.028232,0.028660,0.028136,0.028246,0.028246,0
2014-05-08,0.028656,0.028787,0.028448,0.028659,0.028659,0
2014-05-09,0.028551,0.028551,0.028310,0.028553,0.028553,0
2014-05-12,0.028318,0.028601,0.028318,0.028424,0.028424,0
2014-05-13,0.028571,0.028775,0.028557,0.028577,0.028577,0
2014-05-14,0.028740,0.028866,0.028692,0.028750,0.028750,0
2014-05-15,0.028869,0.028974,0.028721,0.028903,0.028903,0
2014-05-16,0.028769,0.028841,0.028711,0.028780,0.028780,0
2014-05-19,0.028706,0.029019,0.028706,0.028850,0.028850,0
2014-05-20,0.028925,0.029031,0.028860,0.028969,0.028969,0
2014-05-21,0.028982,0.029084,0.028930,0.028987,0.028987,0
2014-05-22,0.029179,0.029225,0.029113,0.029179,0.029179,0
2014-05-23,0.029134,0.029356,0.029121,0.029136,0.029136,0
2014-05-26,0.029332,0.029412,0.029243,0.029366,0.029366,0
2014-05-27,0.029267,0.029288,0.029026,0.029270,0.029270,0
2014-05-28,0.029097,0.029118,0.028923,0.029103,0.029103,0
2014-05-29,0.028936,0.028968,0.028816,0.028966,0.028966,0
2014-05-30,0.028882,0.028883,0.028638,0.028887,0.028887,0
2014-06-02,0.028651,0.028713,0.028599,0.028683,0.028683,0
2014-06-03,0.028616,0.028697,0.028512,0.028666,0.028666,0
2014-06-04,0.028501,0.028569,0.028366,0.028531,0.028531,0
2014-06-05,0.028611,0.028820,0.028569,0.028618,0.028618,0
2014-06-06,0.028830,0.029073,0.028787,0.028831,0.028831,0
2014-06-09,0.029040,0.029196,0.029040,0.029072,0.029072,0
2014-06-10,0.029158,0.029228,0.029071,0.029160,0.029160,0
2014-06-11,0.029152,0.029174,0.029040,0.029164,0.029164,0
2014-06-12,0.029116,0.029187,0.029066,0.029120,0.029120,0
2014-06-13,0.029124,0.029137,0.029006,0.029124,0.029124,0
2014-06-16,0.029036,0.029056,0.028842,0.029101,0.029101,0
2014-06-17,0.028898,0.028902,0.028687,0.028907,0.028907,0
2014-06-18,0.028726,0.029004,0.028691,0.028733,0.028733,0
2014-06-19,0.029077,0.029282,0.029048,0.029128,0.029128,0
2014-06-20,0.029107,0.029143,0.028964,0.029118,0.029118,0
2014-06-23,0.028993,0.029275,0.028993,0.029038,0.029038,0
2014-06-24,0.029330,0.029729,0.029313,0.029337,0.029337,0
2014-06-25,0.029615,0.029719,0.029461,0.029615,0.029615,0
2014-06-26,0.029611,0.029727,0.029585,0.029623,0.029623,0
2014-06-27,0.029729,0.029808,0.029633,0.029742,0.029742,0
2014-06-30,0.029648,0.029674,0.029363,0.029650,0.029650,0
2014-07-01,0.029536,0.030035,0.029139,0.029547,0.029547,0
2014-07-02,0.029127,0.029276,0.029102,0.029140,0.029140,0
2014-07-03,0.029177,0.029295,0.029075,0.029160,0.029160,0
2014-07-04,0.029266,0.029266,0.028990,0.029282,0.029282,0
2014-07-07,0.029027,0.029079,0.028899,0.029118,0.029118,0
2014-07-08,0.029065,0.029247,0.028985,0.029078,0.029078,0
2014-07-09,0.029244,0.029462,0.029206,0.029246,0.029246,0
2014-07-10,0.029720,0.029720,0.029277,0.029729,0.029729,0
2014-07-11,0.029466,0.029482,0.029251,0.029499,0.029499,0
2014-07-14,0.029230,0.029442,0.029114,0.029242,0.029242,0
2014-07-15,0.029143,0.029178,0.029076,0.029146,0.029146,0
2014-07-16,0.029101,0.029132,0.029022,0.029101,0.029101,0
2014-07-17,0.028886,0.028993,0.028511,0.028889,0.028889,0
2014-07-18,0.028400,0.028597,0.028372,0.028451,0.028451,0
2014-07-21,0.028404,0.028553,0.028397,0.028515,0.028515,0
2014-07-22,0.028448,0.028829,0.028423,0.028447,0.028447,0
2014-07-23,0.028632,0.028774,0.028628,0.028637,0.028637,0
2014-07-24,0.028680,0.028775,0.028456,0.028742,0.028742,0
2014-07-25,0.028539,0.028568,0.028471,0.028549,0.028549,0
2014-07-28,0.028466,0.028502,0.028133,0.028487,0.028487,0
